name,N,nnz,nnz_per_row,csr_reuse_distance,num_diags,num_diag_elems,ratio_diag,num_ell_elems,ratio_ell,zero_rows,one_rows,two_rows,three_rows,four_rows,five_rows,small_rows,small_rows_elems,mean_diff_nnz,min_nnz_row,max_nnz_row,mean_nnz_row,vr_nnz_row,sd_nnz_row
pkustk10,80676,4308984,53.410976,98.795937,52011,2938787712,682.014069,14521680,3.370094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.210623,30,90,53.410976,43.149456,6.568825
viscorocks,37762,1133641,30.020681,99.071846,175,6590092,5.813209,3172008,2.798071,0.000000,2.044383,0.000000,0.000000,0.000000,0.000000,2.044383,0.068099,5.783110,1,42,30.020681,77.161392,8.784156
nlpkkt80,1062400,28192672,26.536777,97.809715,76819,40806784000,1447.425203,59494400,2.110279,0.000000,0.000000,0.000000,0.000000,0.000000,0.002259,0.002259,0.000426,0.217789,5,28,26.536777,13.114712,3.621424
cfd1,70656,1825580,25.837580,97.786400,10243,697094556,381.848265,4663296,2.554419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.977142,12,33,25.837580,9.144587,3.024002
cfd2,123440,3085406,24.995188,98.584045,7121,866128878,280.717960,7406400,2.400462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.967288,8,30,24.995188,15.104056,3.886394
struct4,4350,237798,54.666206,99.097557,211,841804,3.539996,783000,3.292711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.574844,21,90,54.666206,476.793640,21.835606
3dtube,45330,3213618,70.893845,99.242325,6455,282125904,87.790741,214320240,66.691262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.186371,10,2364,70.893845,1579.206665,39.739235
gearbox,153746,9080404,59.061073,99.260590,37181,5132667032,565.246550,30441708,3.352462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.261426,6,99,59.061073,237.574234,15.413444
struct3,53570,1173694,21.909538,99.148926,65,3468244,2.954981,2892780,2.464680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.571898,6,27,21.909538,18.475933,4.298364
Sieber,2290,14873,6.494760,98.077049,4579,5244100,352.591945,10483620,704.875950,0.000000,0.000000,0.000000,0.000000,49.956333,49.956333,99.912666,69.226112,1.997816,4,2289,6.494760,4552.301758,67.470749
pivtol,102,306,3.000000,97.058823,6,308,1.006536,816,2.666667,0.000000,0.000000,0.980392,98.039215,0.980392,0.000000,100.000000,100.000000,0.019802,2,4,3.000000,0.019608,0.140028
Kaufhold,8765,42471,4.845522,89.724754,855,7299037,171.859316,490840,11.557062,0.000000,2.361666,8.454079,16.942385,22.167713,20.045635,69.971474,53.450588,2.331127,1,28,4.845522,5.200925,2.280554
Muu,7102,170134,23.955788,98.695732,133,635002,3.732364,695996,4.090870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.615407,12,49,23.955788,99.613976,9.980680
Harvard500,500,2636,5.272000,93.285278,823,229425,87.035281,195000,73.975721,0.000000,41.400002,20.000000,8.800000,4.600000,2.200000,77.000000,26.024279,2.955912,1,195,5.272000,117.030037,10.818042
tomography,500,28726,57.452000,99.742393,967,249662,8.691151,335000,11.661909,0.000000,7.200000,0.400000,0.600000,0.200000,0.200000,8.600000,0.201908,23.939880,1,335,57.452000,4024.476318,63.438759
TS,2142,45262,21.130718,99.319519,83,176022,3.888958,98532,2.176925,0.000000,8.496732,0.000000,0.000000,0.000000,0.000000,8.496732,0.402103,2.014012,1,23,21.130718,37.631039,6.134414
Kuu,7102,340200,47.902000,99.347740,285,1360714,3.999747,1391992,4.091687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.235600,23,98,47.902000,398.124359,19.953054
Pd,8081,13036,1.613167,90.802391,537,3614753,277.290043,80810,6.198987,0.000000,53.867096,31.147135,14.862022,0.049499,0.074248,100.000000,100.000000,0.608911,1,5,1.613167,0.546317,0.739133
Trefethen_20000,20000,554466,27.723301,96.453888,31,554466,1.000000,1160000,2.092103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001500,16,29,27.723301,1.378177,1.173958
Trefethen_700,700,12654,18.077143,97.818871,21,12654,1.000000,26600,2.102102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028612,11,19,18.077143,1.482628,1.217632
Trefethen_500,500,8478,16.955999,98.018402,19,8478,1.000000,18000,2.123142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036072,10,18,16.955999,1.930069,1.389269
Trefethen_20000b,19999,554435,27.723137,96.453690,31,554435,1.000000,1159942,2.092115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001500,16,29,27.723137,1.378172,1.173956
Trefethen_20b,19,147,7.736842,98.639458,11,147,1.000000,342,2.326531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.555556,6,9,7.736842,0.720222,0.848659
Trefethen_20,20,158,7.900000,98.734177,11,158,1.000000,360,2.278481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.315789,6,9,7.900000,0.690000,0.830662
Trefethen_300,300,4678,15.593333,98.353996,19,4678,1.000000,10200,2.180419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.060201,10,17,15.593333,1.294622,1.137815
Trefethen_150,150,2040,13.600000,98.725487,17,2040,1.000000,4500,2.205882,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.107383,9,15,13.600000,1.226665,1.107549
Trefethen_200,200,2890,14.450000,98.581314,17,2890,1.000000,6400,2.214533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080402,9,16,14.450000,1.547501,1.243986
Trefethen_200b,199,2873,14.437186,98.572922,17,2873,1.000000,6368,2.216498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080808,9,16,14.437186,1.532485,1.237936
Trefethen_2000,2000,41906,20.952999,97.310646,23,41906,1.000000,88000,2.099938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011006,12,22,20.952999,1.976779,1.405980
cavity19,4562,131735,28.876589,99.373741,303,1317094,9.998057,565688,4.294136,0.000000,7.036387,0.000000,0.000000,0.000000,0.000000,7.036387,0.243671,8.074326,1,62,28.876589,279.709625,16.724522
cavity03,317,7311,23.063091,99.343452,183,48319,6.609082,39308,5.376556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.344937,7,62,23.063091,156.689926,12.517585
cavity26,4562,138040,30.258659,99.403069,303,1317094,9.541394,565688,4.098001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.298180,7,62,30.258659,230.241318,15.173705
cavity09,1182,32702,27.666666,99.367012,223,240594,7.357165,146568,4.481928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.602032,6,62,27.666666,209.606140,14.477781
cavity14,2597,76258,29.363882,99.390228,263,641519,8.412481,322028,4.222875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.065871,8,62,29.363882,224.152023,14.971707
cavity12,2597,76258,29.363882,99.390228,263,641519,8.412481,322028,4.222875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.065871,8,62,29.363882,224.152023,14.971707
cavity07,1182,32702,27.666666,99.367012,223,240594,7.357165,146568,4.481928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.602032,6,62,27.666666,209.606140,14.477781
cavity05,1182,32632,27.607445,99.365654,223,240594,7.372947,146568,4.491542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.622354,6,62,27.607445,207.774872,14.414398
cavity10,2597,76171,29.330381,99.389534,263,641519,8.422090,322028,4.227698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.076656,8,62,29.330381,223.084961,14.936028
cavity23,4562,131735,28.876589,99.373741,303,1317094,9.998057,565688,4.294136,0.000000,7.036387,0.000000,0.000000,0.000000,0.000000,7.036387,0.243671,8.074326,1,62,28.876589,279.709625,16.724522
cavity18,4562,138040,30.258659,99.403069,303,1317094,9.541394,565688,4.098001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.298180,7,62,30.258659,230.241318,15.173705
cavity06,1182,29675,25.105753,99.302444,223,240594,8.107633,146568,4.939107,0.000000,13.620981,0.000000,0.000000,0.000000,0.000000,13.620981,0.542544,7.972057,1,62,25.105753,286.684387,16.931757
cavity21,4562,131735,28.876589,99.373741,303,1317094,9.998057,565688,4.294136,0.000000,7.036387,0.000000,0.000000,0.000000,0.000000,7.036387,0.243671,8.074326,1,62,28.876589,279.709625,16.724522
cavity25,4562,131735,28.876589,99.373741,303,1317094,9.998057,565688,4.294136,0.000000,7.036387,0.000000,0.000000,0.000000,0.000000,7.036387,0.243671,8.074326,1,62,28.876589,279.709625,16.724522
cavity16,4562,137887,30.225121,99.402412,303,1317094,9.551981,565688,4.102548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.315282,7,62,30.225121,229.288361,15.142271
cavity11,2597,71601,27.570658,99.350571,263,641519,8.959637,322028,4.497535,0.000000,9.279939,0.000000,0.000000,0.000000,0.000000,9.279939,0.336587,8.057396,1,62,27.570658,284.790558,16.875738
cavity02,317,5923,18.684542,99.189598,183,48319,8.157859,39308,6.636502,0.000000,25.552050,0.000000,0.000000,0.000000,0.000000,25.552050,1.367550,7.433544,1,62,18.684542,246.871872,15.712157
cavity20,4562,138040,30.258659,99.403069,303,1317094,9.541394,565688,4.098001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.298180,7,62,30.258659,230.241318,15.173705
cavity04,317,5923,18.684542,99.189598,183,48319,8.157859,39308,6.636502,0.000000,25.552050,0.000000,0.000000,0.000000,0.000000,25.552050,1.367550,7.433544,1,62,18.684542,246.871872,15.712157
cavity13,2597,71601,27.570658,99.350571,263,641519,8.959637,322028,4.497535,0.000000,9.279939,0.000000,0.000000,0.000000,0.000000,9.279939,0.336587,8.057396,1,62,27.570658,284.790558,16.875738
cavity08,1182,29675,25.105753,99.302444,223,240594,8.107633,146568,4.939107,0.000000,13.620981,0.000000,0.000000,0.000000,0.000000,13.620981,0.542544,7.972057,1,62,25.105753,286.684387,16.931757
cavity01,317,7280,22.965300,99.340660,183,48319,6.637225,39308,5.399451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.363924,7,62,22.965300,155.087189,12.453401
cavity15,2597,71601,27.570658,99.350571,263,641519,8.959637,322028,4.497535,0.000000,9.279939,0.000000,0.000000,0.000000,0.000000,9.279939,0.336587,8.057396,1,62,27.570658,284.790558,16.875738
cavity17,4562,131735,28.876589,99.373741,303,1317094,9.998057,565688,4.294136,0.000000,7.036387,0.000000,0.000000,0.000000,0.000000,7.036387,0.243671,8.074326,1,62,28.876589,279.709625,16.724522
cavity24,4562,138040,30.258659,99.403069,303,1317094,9.541394,565688,4.098001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.298180,7,62,30.258659,230.241318,15.173705
cavity22,4562,138040,30.258659,99.403069,303,1317094,9.541394,565688,4.098001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.298180,7,62,30.258659,230.241318,15.173705
Ill_Stokes,20896,191368,9.158116,29.962690,37415,415933272,2173.473475,501504,2.620626,0.000000,0.000000,0.000000,0.028714,0.033499,1.335184,1.397397,0.752999,0.866475,3,12,9.158116,2.704359,1.644494
PGPgiantcompo,10680,48632,4.553558,31.654055,13676,97443370,2003.688312,4378800,90.039480,0.000000,39.597378,18.988764,10.589888,6.460674,4.288390,79.925095,34.397106,5.020320,1,205,4.553558,65.239548,8.077100
celegans_metabolic,453,4065,8.973510,94.735550,735,194533,47.855597,215628,53.045018,0.000000,0.883002,3.311258,18.763798,12.803532,15.894040,51.655628,21.672817,7.227876,1,238,8.973510,280.321350,16.742800
email,1133,10902,9.622242,90.506332,1210,1004300,92.120712,160886,14.757476,0.000000,13.327449,10.238305,8.208297,5.736981,6.266549,43.777580,11.713447,6.946113,1,71,9.622242,87.229111,9.339653
jazz,198,5484,27.696970,99.762947,382,38928,7.098468,39600,7.221007,0.000000,2.525253,1.515152,1.515152,1.515152,2.020202,9.090909,0.948213,18.329948,1,100,27.696970,303.120331,17.410351
offshore,259789,4242673,16.331226,75.755707,206987,40880545213,9635.563526,16106918,3.796408,0.000000,0.000000,0.000000,0.000000,0.000000,0.001540,0.001540,0.000471,3.014958,5,31,16.331226,7.917987,2.813892
2cubes_sphere,101492,1647264,16.230482,85.290092,73665,5468059886,3319.479990,6292504,3.819973,0.000000,0.000000,0.000000,0.000000,0.000000,0.004926,0.004926,0.001518,2.796366,5,31,16.230482,7.044701,2.654186
ABACUS_shell_ud,23412,218484,9.332137,97.536201,621,14441354,66.097993,702360,3.214698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.345308,6,15,9.332137,1.712063,1.308458
epb3,84617,463625,5.479100,96.585175,11,929083,2.003954,1015404,2.190141,0.000000,0.000000,0.000000,0.873347,0.000000,49.469963,50.343311,45.622433,1.013851,3,6,5.479100,0.302172,0.549702
epb0,1794,7764,4.327759,96.071609,2100,1262678,162.632406,39468,5.083462,0.000000,0.000000,0.278707,83.054626,0.000000,0.000000,83.333336,57.702217,0.011154,2,11,4.327759,8.868930,2.978075
epb1,14734,95053,6.451269,97.110031,11,161234,1.696254,206276,2.170116,0.000000,0.000000,0.000000,0.468305,0.027148,1.411701,1.907153,1.328732,1.002376,3,7,6.451269,0.333665,0.577637
epb2,25228,175027,6.937807,97.284988,802,19414610,110.923515,4389672,25.079971,0.000000,0.000000,0.000000,0.622324,0.103060,2.322816,3.048200,2.002548,2.012764,3,87,6.937807,40.755100,6.383972
xenon1,48600,1181120,24.302881,97.407623,683,31525200,26.690937,2624400,2.221959,0.000000,0.061728,0.000000,0.000000,0.000000,0.000000,0.061728,0.002540,1.306879,1,27,24.302881,18.067562,4.250596
xenon2,157464,3866688,24.556013,97.365730,683,104868432,27.120997,8503056,2.199054,0.000000,0.034294,0.000000,0.000000,0.000000,0.000000,0.034294,0.001397,1.253075,1,27,24.556013,16.566080,4.070145
water_tank,60740,2035281,33.508083,98.853523,10141,586964947,288.395041,7653240,3.760287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.209256,8,63,33.508083,158.746674,12.599471
barth4,6019,23492,3.902974,94.325729,1832,9630447,409.945811,120380,5.124298,0.000000,0.000000,1.545107,22.379133,61.339092,13.872736,99.136070,98.629318,0.229644,2,10,3.902974,0.460442,0.678559
nasa1824,1824,39208,21.495613,99.002754,427,732954,18.693991,153216,3.907774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.356555,6,42,21.495613,49.580677,7.041355
skirt,12598,196520,15.599301,96.521477,1583,19309258,98.255943,831468,4.230959,0.000000,0.023813,0.000000,0.000000,0.603270,0.238133,0.865217,0.232546,3.406128,1,33,15.599301,39.810257,6.309537
barth,6691,26439,3.951427,37.879646,7876,32822218,1241.431900,133820,5.061462,0.000000,0.000000,15.348976,34.150352,21.416828,11.791960,82.708115,70.297668,1.297758,2,10,3.951427,2.581244,1.606625
nasa2910,2910,174296,59.895535,99.508308,1719,4263550,24.461548,1018500,5.843508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.309729,16,175,59.895535,901.221497,30.020351
shuttle_eddy,10429,103599,9.933743,96.904411,2355,11720921,113.137395,563166,5.436018,0.000000,0.000000,0.000000,0.000000,0.038355,0.000000,0.038355,0.015444,0.163023,4,27,9.933743,5.180434,2.276057
pwt,36519,326107,8.929790,97.508179,31095,639691213,1961.599147,1168608,3.583511,0.000000,0.153345,0.147868,0.076672,0.161560,0.049289,0.588735,0.176016,0.156882,1,16,8.929790,0.626714,0.791653
nasa4704,4704,104756,22.269558,99.024399,847,3804936,36.321891,395136,3.771965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.256007,6,42,22.269558,41.680191,6.456020
barth5,15606,61484,3.939767,88.463669,3238,37072030,602.954102,249696,4.061154,0.000000,0.000000,0.653595,20.428040,64.148407,13.956171,99.186211,98.728127,0.617366,2,8,3.939767,0.405908,0.637109
nasasrb,54870,2677324,48.793949,99.594673,1787,97254348,36.325207,30288240,11.312878,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.722157,12,276,48.793949,72.762405,8.530088
nasa2146,2146,72250,33.667290,99.451904,45,94294,1.305107,154512,2.138574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.402797,14,36,33.667290,24.669312,4.966821
power,4941,13188,2.669095,74.643616,1726,7174686,544.031392,187758,14.237034,0.000000,24.812792,33.515484,21.453148,8.115766,5.100182,92.997368,80.239609,1.496154,1,19,2.669095,3.208635,1.791266
cond-mat-2003,31163,240058,7.703302,57.716885,50608,892900764,3719.520966,12589852,52.445042,2.255880,10.419408,14.205950,12.713796,9.986201,7.829798,57.411034,20.259687,5.738752,0,202,7.703302,108.105942,10.397401
hep-th,8361,31502,3.767731,46.016125,10706,55838846,1772.549235,836100,26.541172,8.982180,21.576366,20.667385,14.926444,8.216721,5.657218,80.026314,44.813026,2.892464,0,50,3.767731,18.535732,4.305315
astro-ph,16706,242502,14.515862,68.373871,28274,268286314,1106.326191,12028320,49.600911,3.950676,8.092901,10.888304,9.415779,7.602059,5.614749,45.564468,8.032511,11.021730,0,360,14.515862,441.318512,21.007582
football,115,1226,10.660870,99.265907,208,12950,10.562806,2760,2.251223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.763158,7,12,10.660870,0.780644,0.883541
celegansneural,297,2345,7.895623,97.484009,431,79410,33.863539,23166,9.878891,1.010101,13.131313,5.723906,8.754209,8.417508,9.427609,46.464645,16.673775,5.912162,0,39,7.895623,46.356110,6.808532
lesmis,77,508,6.597403,99.015747,102,4982,9.807087,5544,10.913386,0.000000,22.077923,12.987013,7.792208,3.896104,0.000000,46.753246,13.188976,4.276316,1,36,6.597403,36.006752,6.000563
adjnoun,112,850,7.589286,99.176468,198,12084,14.216471,10976,12.912941,0.000000,8.928572,10.714286,8.928572,4.464286,9.821428,42.857143,16.352942,5.765766,1,49,7.589286,46.938450,6.851164
polblogs,1490,19025,12.768456,90.948753,2047,1926268,101.249304,762880,40.098817,28.523489,8.322147,6.040268,5.436242,3.892617,2.617450,54.832214,5.119579,17.394224,0,256,12.768456,429.504242,20.724483
as-22july06,22963,96872,4.218613,62.475224,36358,455456042,4701.627323,109763140,1133.073953,0.000000,34.141880,42.241867,9.663371,3.949832,2.051126,92.048080,41.167725,3.975351,1,2390,4.218613,1084.735718,32.935326
cond-mat,16726,95188,5.691020,59.555828,23164,237633378,2496.463609,3579364,37.603101,2.762167,13.075452,16.800192,14.199450,10.630157,8.238670,65.706085,30.396688,4.010105,0,107,5.691020,41.181976,6.417318
dolphins,62,318,5.129032,98.742142,98,3490,10.974843,1488,4.679245,0.000000,14.516129,9.677420,9.677420,8.064516,12.903226,54.838711,31.132076,3.459016,1,12,5.129032,8.596254,2.931937
polbooks,105,882,8.400000,98.639458,120,8830,10.011338,5250,5.952381,0.000000,0.000000,0.952381,5.714286,13.333333,20.952381,40.952381,21.088436,4.413462,2,25,8.400000,29.687624,5.448635
netscience,1589,5484,3.451227,85.740334,1224,1203130,219.389132,108052,19.703136,8.055381,19.320328,22.529894,16.173695,11.327879,6.167401,83.574577,54.777534,1.641058,0,34,3.451227,12.036121,3.469311
cond-mat-2005,40421,351382,8.693055,54.924839,67622,1526270898,4343.622889,22474076,63.959099,2.088024,9.373840,12.968507,12.260954,10.046758,7.981000,54.719082,17.506588,6.783771,0,278,8.693055,162.196762,12.735649
karate,34,156,4.588235,98.076920,56,1068,6.846154,1156,7.410256,0.000000,2.941176,32.352940,17.647058,17.647058,8.823529,79.411766,51.282051,1.666667,1,17,4.588235,14.595156,3.820361
trdheim,22098,1935324,87.579147,99.727333,1067,23293944,12.036199,6629400,3.425473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.289722,54,150,87.579147,1047.990967,32.372688
x104,108384,8713602,80.395645,99.496101,8899,944702136,108.416948,58527360,6.716781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.371682,8,270,80.395645,1126.475586,33.563007
shipsec1,140874,3568176,25.328848,97.937210,10463,1446595896,405.416071,19158864,5.369372,0.000000,0.000000,0.000000,0.000000,0.011358,0.001420,0.012777,0.002074,6.618522,4,68,25.328848,113.464928,10.651992
ship_003,121728,3777036,31.028490,97.709396,7317,877299154,232.271854,22397952,5.930034,0.000000,0.000000,0.000000,0.029574,0.002465,0.029574,0.061613,0.007943,6.450098,3,92,31.028490,206.578949,14.372854
tsyl201,20685,2454957,118.682961,99.340561,27795,353979135,144.189546,6701940,2.729962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.743667,60,162,118.682961,815.570129,28.558189
halfb,224617,12387821,55.150860,99.276367,257671,34472967189,2782.811213,53908080,4.351700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.012341,12,120,55.150860,144.143860,12.005993
fcondp2,201822,11294316,55.961769,99.570847,94053,12571057524,1113.042837,38749824,3.430914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.117565,27,96,55.961769,90.711945,9.524282
m_t1,97578,9753570,99.956650,99.528671,12965,1223075964,125.397774,46251972,4.742056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.527942,48,237,99.956650,815.959229,28.565001
ship_001,34920,3896496,111.583504,99.236984,50977,1053022306,270.248527,25282080,6.488414,0.000000,0.000000,0.000000,0.022910,0.000000,0.022910,0.045819,0.001643,17.945272,3,362,111.583504,2825.651611,53.156860
crplat2,18010,960946,53.356247,99.589882,8699,111175222,115.693517,2593440,2.698841,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.259981,23,72,53.356247,56.529434,7.518606
troll,213453,11985111,56.148712,99.313408,45425,7947962283,663.152997,165212622,13.784822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.190380,15,387,56.148712,165.932037,12.881461
shipsec5,179860,4598604,25.567686,97.923744,7837,1394208104,303.180727,27338720,5.945004,0.000000,0.000000,0.003336,0.011676,0.020016,0.008340,0.043367,0.006393,6.023190,2,76,25.567686,118.444580,10.883224
fullb,199187,11708077,58.779324,99.056160,257749,28301123661,2417.230743,57365856,4.899682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.483347,18,144,58.779324,159.980026,12.648321
shipsec8,114919,3303553,28.746796,98.131042,9077,1022474893,309.507640,22983800,6.957297,0.000000,0.000000,0.000000,0.018274,0.006961,0.000000,0.025235,0.002876,6.286857,3,100,28.746796,166.024429,12.885047
thread,29736,4444880,149.478073,99.450401,36591,658482810,148.144114,18198432,4.094246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.931394,28,306,149.478073,2214.338379,47.056759
bundle1,10581,770811,72.848595,99.746109,20339,105953737,137.457479,36208182,46.974138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.870511,17,1711,72.848595,39508.242188,198.766800
Chem97ZtZ,2541,7361,2.896891,95.666351,4561,5796021,787.395870,513282,69.729928,0.000000,0.000000,94.883904,0.157418,0.236128,0.393546,95.670998,66.675720,0.732677,2,101,2.896891,31.358139,5.599834
shallow_water1,81920,327680,4.000000,95.959473,1331,91525708,279.314294,655360,2.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,100.000000,100.000000,0.000000,4,4,4.000000,0.000000,0.000000
shallow_water2,81920,327680,4.000000,95.959473,1331,91525708,279.314294,655360,2.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,100.000000,100.000000,0.000000,4,4,4.000000,0.000000,0.000000
bayer07,3268,20963,6.414627,96.865906,4398,8437556,402.497543,477128,22.760483,0.000000,22.001225,23.317013,14.993880,5.813953,4.375765,70.501839,24.748365,1.078665,1,73,6.414627,97.458321,9.872098
d_dyn1,87,232,2.666667,94.827583,128,6040,26.034483,1392,6.000000,0.000000,5.747127,49.425289,33.333332,4.597701,2.298851,95.402298,87.931038,0.906977,1,8,2.666667,1.532567,1.237969
meg1,2904,58142,20.021349,98.479584,3492,5855363,100.707974,2387088,41.056173,0.000000,4.132231,34.400826,12.706612,2.479339,4.476584,58.195591,7.160057,2.424389,1,411,20.021349,661.504700,25.719734
bayer09,3083,11767,3.816737,95.580864,4613,7901271,671.477097,166482,14.148211,0.000000,18.358742,23.029516,26.273111,7.492702,7.849497,83.003571,55.664146,1.273199,1,27,3.816737,12.168616,3.488354
d_dyn,87,230,2.643678,94.782608,127,5993,26.056522,1392,6.052174,0.000000,6.896552,48.275864,33.333332,4.597701,2.298851,95.402298,88.260872,0.906977,1,8,2.643678,1.447748,1.203224
bayer05,3268,20712,6.337821,96.827927,4393,8426603,406.846418,431376,20.827346,0.000000,22.001225,23.072216,15.238678,5.813953,4.375765,70.501839,25.086906,1.059076,1,66,6.337821,92.008949,9.592130
bayer10,13436,71594,5.328520,96.721794,20108,148541946,2074.782049,644928,9.008129,0.000000,5.321524,26.414112,32.874367,3.706460,1.600179,69.916641,33.705338,0.956234,1,24,5.328520,21.378469,4.623686
bayer02,13935,63307,4.543021,95.864594,22370,166483458,2629.779614,613140,9.685185,0.000000,0.380337,28.274130,43.301041,4.707571,1.377826,78.040901,46.786297,1.100689,1,22,4.543021,14.285430,3.779607
bayer08,3008,20698,6.880984,96.961060,4393,7286678,352.047444,439168,21.217895,0.000000,15.226064,25.498671,16.156916,6.316489,4.787234,67.985374,23.818726,1.160625,1,73,6.880984,103.138680,10.155722
d_ss,53,144,2.716981,97.222221,34,1336,9.277778,636,4.416667,0.000000,0.000000,49.056602,39.622643,3.773585,5.660378,98.113205,95.833336,0.634615,2,6,2.716981,0.844429,0.918928
bayer04,20545,85537,4.163397,95.894173,30705,349434721,4085.187942,1232700,14.411307,0.000000,14.091020,20.068144,27.958141,7.349720,6.225359,75.692383,47.708008,1.408343,1,30,4.163397,12.630710,3.553971
meg4,5860,25258,4.310239,95.229233,3031,10157942,402.167313,13712400,542.893341,0.000000,12.389078,25.051195,17.337885,6.552901,21.296928,82.627983,57.352127,1.510155,1,1170,4.310239,294.750305,17.168293
b_dyn,1089,4144,3.805326,97.055984,1642,971986,234.552606,23958,5.781371,0.000000,0.367309,32.231403,25.528008,17.355371,8.815427,84.297523,66.988419,1.387868,1,11,3.805326,4.525921,2.127421
poli,4008,8188,2.042914,90.705910,2725,5773944,705.171470,505008,61.676600,0.000000,76.821358,8.782435,3.592814,2.470060,2.020958,93.687622,61.260380,1.084602,1,63,2.042914,12.746680,3.570249
bayer03,6747,29195,4.327108,96.187706,10303,39196471,1342.574790,404820,13.866073,0.000000,16.540686,13.368905,30.413517,5.706240,6.343560,72.372910,43.692413,1.504892,1,30,4.327108,13.560554,3.682466
